ID,DATA_MOV,DATA_INS,IMPORTO,DARE_AVERE,ID_TIPO_MOV,ID_CONTO,NOTE
213,2020-01-29,2020-12-24 22:11:19,104,11,False,1,2,
214,2020-01-30,2020-12-24 22:11:47,70,False,1,2,
215,2020-01-24,2020-12-24 22:12:46,2,False,0,2,
216,2020-01-23,2020-12-24 22:13:25,10,1,False,0,2,
217,2020-01-23,2020-12-24 22:14:04,3,4000001,False,0,2,
218,2020-01-22,2020-12-24 22:14:43,8,3999996,False,0,2,
219,2020-01-22,2020-12-24 22:15:06,3,4000001,False,0,2,
220,2020-01-20,2020-12-24 22:20:43,4,False,0,2,
221,2020-01-20,2020-12-24 22:21:13,11,1,False,0,2,
222,2020-01-19,2020-12-24 22:22:51,68,629997,False,1,2,
223,2020-01-15,2020-12-24 22:23:23,23,98,False,1,2,
224,2020-01-14,2020-12-24 22:23:50,99,989998,False,1,2,
225,2020-01-13,2020-12-24 22:39:04,9,8999996,False,0,2,
226,2020-01-13,2020-12-24 22:39:34,2,5,False,0,2,
227,2020-01-14,2020-12-24 22:42:23,1470,True,3,5,
228,2020-01-10,2020-12-24 22:52:03,11,1,False,0,2,
229,2020-01-08,2020-12-24 22:53:33,28,82,False,1,2,
230,2020-01-08,2020-12-24 22:54:07,70,False,1,2,
231,2020-01-08,2020-12-24 22:54:31,188,83,False,1,2,
232,2020-01-06,2020-12-24 22:54:55,3,3,True,4,4,
233,2020-12-27,2021-01-12 23:21:59,2,False,1,2,
234,2020-12-29,2021-01-12 23:23:57,156,25999,True,4,5,Sarebbe 200 ma in 43,74� erano un rimborso
235,2020-12-25,2021-01-12 23:24:24,2,99,False,1,2,
236,2020-12-28,2021-01-12 23:25:18,12,25,False,1,2,
237,2020-12-31,2021-01-12 23:28:08,26,280001,False,2,2,
238,2020-12-31,2021-01-12 23:28:43,8,6000004,False,1,2,
239,2020-12-31,2021-01-12 23:29:46,3,4000001,False,1,2,
240,2021-01-01,2021-01-12 23:30:04,3,4000001,False,1,2,
241,2021-01-01,2021-01-12 23:33:03,5,False,2,2,
242,2020-12-31,2021-01-12 23:37:11,62,560001,False,1,2,
243,2021-01-04,2021-01-12 23:37:43,111,5,False,1,2,
244,2021-01-08,2021-01-12 23:38:36,109,77,False,1,2,
245,2021-01-10,2021-01-12 23:39:29,29,False,1,2,Altri 10� provengono dal cambio dei due paia di calze
246,2021-01-12,2021-01-12 23:49:43,1359,True,3,5,
247,2021-01-12,2021-01-12 23:49:58,150,False,1,2,
248,2021-01-17,2021-01-18 00:38:06,37,650002,False,1,2,
249,2021-01-16,2021-01-18 00:38:31,10,7,False,1,1,
256,2021-01-23,2021-01-26 22:15:48,7,2399998,False,1,2,
257,2021-01-23,2021-01-26 22:16:33,9,5,False,1,2,
258,2021-01-17,2021-01-26 22:20:03,5,True,4,1,
259,2021-01-29,2021-01-29 22:35:59,10,7,False,1,1,
260,2021-02-02,2021-02-02 00:22:30,79,900002,False,1,2,
261,2021-02-02,2021-02-02 00:22:49,4,False,1,1,
262,2021-02-01,2021-02-02 00:25:37,2,False,1,1,
263,2021-01-31,2021-02-02 00:55:31,14,False,1,2,
265,2021-02-02,2021-02-02 01:55:40,10,False,2,2,
266,2021-02-06,2021-03-15 01:56:28,55,360001,False,1,2,
267,2021-02-13,2021-03-15 01:57:31,72,839996,False,1,2,
268,2021-02-13,2021-03-15 01:57:50,9,8999996,False,1,2,
269,2021-02-13,2021-03-15 01:58:27,6,1999998,False,1,1,
270,2021-02-18,2021-03-15 02:03:55,78,440002,False,1,2,
271,2021-02-18,2021-03-15 02:04:19,8,False,1,1,
272,2021-02-27,2021-03-15 02:06:03,12,False,1,2,
273,2021-02-13,2021-03-15 02:09:53,5,False,1,1,
274,2021-02-27,2021-03-15 02:10:31,22,False,1,1,
275,2021-02-28,2021-03-15 02:11:10,85,989998,False,1,2,
276,2021-02-28,2021-03-15 02:11:30,9,False,1,1,
277,2021-03-06,2021-03-15 02:13:19,21,969999,False,1,2,
278,2021-03-07,2021-03-15 02:13:42,51,48,False,1,2,
279,2021-03-07,2021-03-15 02:14:09,6,1999998,False,1,1,
280,2021-03-08,2021-03-15 02:16:03,2,5,False,1,1,
281,2021-03-11,2021-03-15 02:16:33,16,030001,False,1,2,
282,2021-03-01,2021-03-15 02:18:09,10,False,2,2,
283,2021-03-14,2021-03-15 02:23:23,52,98,False,1,2,
284,2021-03-14,2021-03-15 02:23:42,7,0999999,False,1,2,
285,2021-03-14,2021-03-15 02:24:06,2,48,False,1,2,
286,2021-02-11,2021-03-15 02:33:21,1289,True,3,5,
287,2021-03-11,2021-03-15 02:35:27,1320,True,3,5,
288,2021-03-12,2021-03-15 02:43:41,5,False,1,2,
289,2021-03-15,2021-03-16 22:12:38,2,3499999,False,1,2,
290,2021-03-19,2021-03-21 22:33:55,6,1999998,False,1,1,
291,2021-03-19,2021-03-21 22:36:41,4,5,False,1,1,
292,2021-03-21,2021-03-21 22:39:08,2,5,False,1,1,
293,2021-03-20,2021-03-21 22:39:52,12,5,False,1,4,
294,2021-03-21,2021-03-21 22:55:10,55,900002,False,1,2,
295,2021-03-23,2021-03-23 01:53:31,19,9,False,1,2,
296,2021-03-20,2021-04-04 01:44:14,11,64,False,1,2,
297,2021-03-28,2021-04-04 01:44:56,500,False,1,5,
298,2021-03-17,2021-04-04 01:46:19,12,43,False,1,2,
